,Game_Id,Date,Period,Event,Description,Time_Elapsed,Seconds_Elapsed,Strength,Ev_Zone,Type,Ev_Team,Home_Zone,Away_Team,Home_Team,p1_name,p1_ID,p2_name,p2_ID,p3_name,p3_ID,awayPlayer1,awayPlayer1_id,awayPlayer2,awayPlayer2_id,awayPlayer3,awayPlayer3_id,awayPlayer4,awayPlayer4_id,awayPlayer5,awayPlayer5_id,awayPlayer6,awayPlayer6_id,homePlayer1,homePlayer1_id,homePlayer2,homePlayer2_id,homePlayer3,homePlayer3_id,homePlayer4,homePlayer4_id,homePlayer5,homePlayer5_id,homePlayer6,homePlayer6_id,Away_Players,Home_Players,Away_Score,Home_Score,Away_Goalie,Away_Goalie_Id,Home_Goalie,Home_Goalie_Id,xC,yC,Home_Coach,Away_Coach
0,20663,2020-01-07,1,PSTR,Period Start- Local time: 7:11 EST,0:00,0.0,5x5,,,,,VAN,T.B,,,,,,,BO HORVAT,8477500.0,LOUI ERIKSSON,8470626.0,TANNER PEARSON,8476871.0,CHRISTOPHER TANEV,8475690.0,QUINN HUGHES,8480800.0,JACOB MARKSTROM,8474593.0,CEDRIC PAQUETTE,8476975.0,ALEX KILLORN,8473986.0,PAT MAROON,8474034.0,JAN RUTTA,8480172.0,VICTOR HEDMAN,8475167.0,ANDREI VASILEVSKIY,8476883.0,6,6,0,0,JACOB MARKSTROM,8474593.0,ANDREI VASILEVSKIY,8476883.0,,,JON COOPER,TRAVIS GREEN
1,20663,2020-01-07,1,FAC,VAN won Neu. Zone - VAN #53 HORVAT vs T.B #13 PAQUETTE,0:00,0.0,5x5,Neu,,VAN,Neu,VAN,T.B,BO HORVAT,8477500.0,CEDRIC PAQUETTE,8476975.0,,,BO HORVAT,8477500.0,LOUI ERIKSSON,8470626.0,TANNER PEARSON,8476871.0,CHRISTOPHER TANEV,8475690.0,QUINN HUGHES,8480800.0,JACOB MARKSTROM,8474593.0,CEDRIC PAQUETTE,8476975.0,ALEX KILLORN,8473986.0,PAT MAROON,8474034.0,JAN RUTTA,8480172.0,VICTOR HEDMAN,8475167.0,ANDREI VASILEVSKIY,8476883.0,6,6,0,0,JACOB MARKSTROM,8474593.0,ANDREI VASILEVSKIY,8476883.0,0.0,0.0,JON COOPER,TRAVIS GREEN
2,20663,2020-01-07,1,HIT,"VAN #57 MYERS HIT T.B #13 PAQUETTE, Def. Zone",0:24,24.0,5x5,Def,,VAN,Off,VAN,T.B,TYLER MYERS,8474574.0,CEDRIC PAQUETTE,8476975.0,,,BO HORVAT,8477500.0,LOUI ERIKSSON,8470626.0,TANNER PEARSON,8476871.0,OSCAR FANTENBERG,8480147.0,TYLER MYERS,8474574.0,JACOB MARKSTROM,8474593.0,CEDRIC PAQUETTE,8476975.0,ALEX KILLORN,8473986.0,PAT MAROON,8474034.0,JAN RUTTA,8480172.0,VICTOR HEDMAN,8475167.0,ANDREI VASILEVSKIY,8476883.0,6,6,0,0,JACOB MARKSTROM,8474593.0,ANDREI VASILEVSKIY,8476883.0,90.0,-30.0,JON COOPER,TRAVIS GREEN
3,20663,2020-01-07,1,BLOCK,"T.B #17 KILLORN BLOCKED BY  VAN #5 FANTENBERG, Wrist, Def. Zone",0:43,43.0,5x5,Def,WRIST SHOT,T.B,Off,VAN,T.B,OSCAR FANTENBERG,8480147.0,ALEX KILLORN,8473986.0,,,JT MILLER,8476468.0,ELIAS PETTERSSON,8480012.0,LOUI ERIKSSON,8470626.0,OSCAR FANTENBERG,8480147.0,TYLER MYERS,8474574.0,JACOB MARKSTROM,8474593.0,CEDRIC PAQUETTE,8476975.0,ALEX KILLORN,8473986.0,PAT MAROON,8474034.0,BRAYDON COBURN,8470601.0,ERIK CERNAK,8478416.0,ANDREI VASILEVSKIY,8476883.0,6,6,0,0,JACOB MARKSTROM,8474593.0,ANDREI VASILEVSKIY,8476883.0,62.0,-4.0,JON COOPER,TRAVIS GREEN
4,20663,2020-01-07,1,HIT,"VAN #9 MILLER HIT T.B #55 COBURN, Off. Zone",0:47,47.0,5x5,Off,,VAN,Def,VAN,T.B,JT MILLER,8476468.0,BRAYDON COBURN,8470601.0,,,JT MILLER,8476468.0,ELIAS PETTERSSON,8480012.0,BROCK BOESER,8478444.0,CHRISTOPHER TANEV,8475690.0,QUINN HUGHES,8480800.0,JACOB MARKSTROM,8474593.0,ALEX KILLORN,8473986.0,ANTHONY CIRELLI,8478519.0,PAT MAROON,8474034.0,BRAYDON COBURN,8470601.0,ERIK CERNAK,8478416.0,ANDREI VASILEVSKIY,8476883.0,6,6,0,0,JACOB MARKSTROM,8474593.0,ANDREI VASILEVSKIY,8476883.0,-89.0,34.0,JON COOPER,TRAVIS GREEN
5,20663,2020-01-07,1,HIT,"T.B #71 CIRELLI HIT VAN #43 HUGHES, Off. Zone",0:59,59.0,5x5,Off,,T.B,Off,VAN,T.B,ANTHONY CIRELLI,8478519.0,QUINN HUGHES,8480800.0,,,JT MILLER,8476468.0,ELIAS PETTERSSON,8480012.0,BROCK BOESER,8478444.0,CHRISTOPHER TANEV,8475690.0,QUINN HUGHES,8480800.0,JACOB MARKSTROM,8474593.0,TYLER JOHNSON,8474870.0,ANTHONY CIRELLI,8478519.0,ONDREJ PALAT,8476292.0,BRAYDON COBURN,8470601.0,ERIK CERNAK,8478416.0,ANDREI VASILEVSKIY,8476883.0,6,6,0,0,JACOB MARKSTROM,8474593.0,ANDREI VASILEVSKIY,8476883.0,71.0,-39.0,JON COOPER,TRAVIS GREEN
6,20663,2020-01-07,1,TAKE,"T.B TAKEAWAY - #77 HEDMAN, Neu. Zone",2:05,125.0,5x5,Neu,,T.B,Neu,VAN,T.B,VICTOR HEDMAN,8475167.0,,,,,TIM SCHALLER,8477213.0,TYLER MOTTE,8477353.0,JAY BEAGLE,8474291.0,OSCAR FANTENBERG,8480147.0,TYLER MYERS,8474574.0,JACOB MARKSTROM,8474593.0,BRAYDEN POINT,8478010.0,STEVEN STAMKOS,8474564.0,NIKITA KUCHEROV,8476453.0,KEVIN SHATTENKIRK,8474031.0,VICTOR HEDMAN,8475167.0,ANDREI VASILEVSKIY,8476883.0,6,6,0,0,JACOB MARKSTROM,8474593.0,ANDREI VASILEVSKIY,8476883.0,-18.0,35.0,JON COOPER,TRAVIS GREEN
7,20663,2020-01-07,1,SHOT,"VAN ONGOAL - #59 SCHALLER, Wrist, Off. Zone, 46 ft.",2:32,152.0,5x5,Off,WRIST SHOT,VAN,Def,VAN,T.B,TIM SCHALLER,8477213.0,,,,,TIM SCHALLER,8477213.0,TYLER MOTTE,8477353.0,JAY BEAGLE,8474291.0,OSCAR FANTENBERG,8480147.0,TYLER MYERS,8474574.0,JACOB MARKSTROM,8474593.0,CARTER VERHAEGHE,8477409.0,YANNI GOURDE,8476826.0,MITCHELL STEPHENS,8478477.0,JAN RUTTA,8480172.0,VICTOR HEDMAN,8475167.0,ANDREI VASILEVSKIY,8476883.0,6,6,0,0,JACOB MARKSTROM,8474593.0,ANDREI VASILEVSKIY,8476883.0,-43.0,2.0,JON COOPER,TRAVIS GREEN
8,20663,2020-01-07,1,TAKE,"T.B TAKEAWAY - #23 VERHAEGHE, Neu. Zone",2:39,159.0,5x5,Neu,,T.B,Neu,VAN,T.B,CARTER VERHAEGHE,8477409.0,,,,,TIM SCHALLER,8477213.0,TYLER MOTTE,8477353.0,JAY BEAGLE,8474291.0,OSCAR FANTENBERG,8480147.0,TYLER MYERS,8474574.0,JACOB MARKSTROM,8474593.0,CARTER VERHAEGHE,8477409.0,YANNI GOURDE,8476826.0,MITCHELL STEPHENS,8478477.0,JAN RUTTA,8480172.0,VICTOR HEDMAN,8475167.0,ANDREI VASILEVSKIY,8476883.0,6,6,0,0,JACOB MARKSTROM,8474593.0,ANDREI VASILEVSKIY,8476883.0,12.0,-20.0,JON COOPER,TRAVIS GREEN
9,20663,2020-01-07,1,STOP,GOALIE STOPPED (AFTER SOG),2:41,161.0,5x5,,,,,VAN,T.B,,,,,,,TIM SCHALLER,8477213.0,TYLER MOTTE,8477353.0,JAY BEAGLE,8474291.0,OSCAR FANTENBERG,8480147.0,TYLER MYERS,8474574.0,JACOB MARKSTROM,8474593.0,CARTER VERHAEGHE,8477409.0,YANNI GOURDE,8476826.0,MITCHELL STEPHENS,8478477.0,JAN RUTTA,8480172.0,VICTOR HEDMAN,8475167.0,ANDREI VASILEVSKIY,8476883.0,6,6,0,0,JACOB MARKSTROM,8474593.0,ANDREI VASILEVSKIY,8476883.0,,,JON COOPER,TRAVIS GREEN
