,Game_Id,Period,Team,Player,Player_Id,Start,End,Duration,Date
0,20252,1,NYI,THOMAS GREISS,8471306,0.0,1200.0,1200.0,2019-11-09
1,20252,1,NYI,CAL CLUTTERBUCK,8473504,0.0,46.0,46.0,2019-11-09
2,20252,1,FLA,EVGENY DADONOV,8474149,0.0,50.0,50.0,2019-11-09
3,20252,1,NYI,JOSH BAILEY,8474573,0.0,46.0,46.0,2019-11-09
4,20252,1,NYI,CASEY CIZIKAS,8475231,0.0,46.0,46.0,2019-11-09
5,20252,1,FLA,SERGEI BOBROVSKY,8475683,0.0,1200.0,1200.0,2019-11-09
6,20252,1,FLA,JONATHAN HUBERDEAU,8476456,0.0,35.0,35.0,2019-11-09
7,20252,1,NYI,ADAM PELECH,8476917,0.0,46.0,46.0,2019-11-09
8,20252,1,FLA,MACKENZIE WEEGAR,8477346,0.0,53.0,53.0,2019-11-09
9,20252,1,FLA,ALEKSANDER BARKOV,8477493,0.0,49.0,49.0,2019-11-09
10,20252,1,NYI,RYAN PULOCK,8477506,0.0,46.0,46.0,2019-11-09
11,20252,1,FLA,AARON EKBLAD,8477932,0.0,50.0,50.0,2019-11-09
12,20252,1,FLA,FRANK VATRANO,8478366,35.0,78.0,43.0,2019-11-09
13,20252,1,NYI,DERICK BRASSARD,8473544,46.0,50.0,4.0,2019-11-09
14,20252,1,NYI,BROCK NELSON,8475754,46.0,50.0,4.0,2019-11-09
15,20252,1,NYI,SCOTT MAYFIELD,8476429,46.0,122.0,76.0,2019-11-09
16,20252,1,NYI,DEVON TOEWS,8478038,46.0,122.0,76.0,2019-11-09
17,20252,1,NYI,ANTHONY BEAUVILLIER,8478463,46.0,50.0,4.0,2019-11-09
18,20252,1,FLA,BRIAN BOYLE,8470619,49.0,82.0,33.0,2019-11-09
19,20252,1,FLA,ANTON STRALMAN,8471873,50.0,112.0,62.0,2019-11-09
20,20252,1,NYI,JORDAN EBERLE,8474586,50.0,111.0,61.0,2019-11-09
21,20252,1,NYI,ANDERS LEE,8475314,50.0,111.0,61.0,2019-11-09
22,20252,1,NYI,MATHEW BARZAL,8478445,50.0,111.0,61.0,2019-11-09
23,20252,1,FLA,DENIS MALGIN,8478843,50.0,85.0,35.0,2019-11-09
24,20252,1,FLA,MIKE MATHESON,8476875,53.0,112.0,59.0,2019-11-09
25,20252,1,FLA,MIKE HOFFMAN,8474884,78.0,139.0,61.0,2019-11-09
